sale_id,date,store_id,product_id,units_sold,sale_price,discount_pct,revenue,profit
4464,2022-11-25,8,47,5,1822.54,5,9112.7,-1021.4
4465,2022-11-25,9,12,8,4857.1,15,38856.8,34881.52
4466,2022-11-25,8,41,7,1164.82,15,8153.74,-7400.33
4467,2022-11-25,3,30,8,2502.45,5,20019.6,13660.56
4468,2022-11-25,3,48,7,444.47,0,3111.29,-24738.42
4469,2022-11-25,7,1,8,6452.23,10,51617.84,32292.0
4470,2022-11-25,9,15,7,1907.51,0,13352.57,10809.47
4471,2022-11-25,10,46,5,4070.83,0,20354.15,8689.15
4472,2022-11-25,14,49,4,7079.6,0,28318.4,16294.36
4473,2022-11-25,1,19,5,2249.84,0,11249.2,-1810.3
4474,2022-11-25,18,50,4,3796.81,15,15187.24,5927.92
4475,2022-11-25,4,32,4,2854.46,0,11417.84,9662.08
4476,2022-11-25,1,45,1,3945.26,0,3945.26,315.23
4477,2022-11-25,6,30,4,2239.04,15,8956.16,5776.64
4478,2022-11-26,13,49,5,7079.6,0,35398.0,20367.95
4479,2022-11-26,20,17,5,5804.11,10,29020.55,25045.1
4480,2022-11-26,2,33,5,5374.33,20,26871.65,13260.55
4481,2022-11-26,14,4,10,3948.57,10,39485.7,33333.3
4482,2022-11-26,14,43,5,1285.8,15,6429.0,-1090.45
4483,2022-11-26,14,25,11,4424.0,10,48664.0,26217.84
4484,2022-11-26,5,22,1,2255.31,15,2255.31,151.27
4485,2022-11-26,2,19,3,2249.84,0,6749.52,-1086.18
4486,2022-11-26,14,25,8,4915.56,0,39324.48,23000.0
4487,2022-11-26,15,3,5,3927.21,10,19636.05,7777.05
4488,2022-11-26,6,19,11,2249.84,0,24748.24,-3982.66
4489,2022-11-26,13,33,6,6382.01,5,38292.06,21958.74
4490,2022-11-26,2,36,8,793.73,5,6349.84,-22410.4
4491,2022-11-26,15,43,10,1361.43,10,13614.3,-1424.6
4492,2022-11-26,15,25,5,4915.56,0,24577.8,14375.0
4493,2022-11-26,14,31,1,2541.33,5,2541.33,1613.58
4494,2022-11-26,11,10,1,2656.35,15,2656.35,-1232.2
4495,2022-11-26,3,50,8,3796.81,15,30374.48,11855.84
4496,2022-11-27,10,45,8,3945.26,0,31562.08,2521.84
4497,2022-11-27,9,7,10,684.95,0,6849.5,-7874.0
4498,2022-11-27,2,44,6,2533.68,0,15202.08,2016.42
4499,2022-11-27,18,26,10,4600.24,10,46002.4,18582.6
4500,2022-11-27,12,36,10,835.51,0,8355.1,-27595.2
4501,2022-11-27,17,44,5,2026.94,20,10134.7,-853.35
4502,2022-11-27,18,6,5,1670.85,0,8354.25,-5959.2
4503,2022-11-27,4,31,6,2407.57,10,14445.42,8878.92
4504,2022-11-27,19,37,3,2187.93,5,6563.79,-1894.44
4505,2022-11-27,18,17,11,5804.11,10,63845.21,55099.22
4506,2022-11-27,13,35,5,6287.3,20,31436.5,20958.75
4507,2022-11-28,9,43,2,1512.7,0,3025.4,17.62
4508,2022-11-28,14,9,2,5570.7,5,11141.4,5997.44
4509,2022-11-28,14,21,2,3930.16,0,7860.32,2283.92
4510,2022-11-28,1,19,1,2024.86,10,2024.86,-587.04
4511,2022-11-28,14,10,5,2812.61,10,14063.05,-5379.7
4512,2022-11-28,17,19,4,2024.86,10,8099.44,-2348.16
4513,2022-11-28,18,1,5,7169.14,0,35845.7,23767.05
4514,2022-11-28,17,50,4,3573.47,20,14293.88,5034.56
4515,2022-11-28,7,28,7,2013.06,0,14091.42,-8479.17
4516,2022-11-28,11,41,7,1370.38,0,9592.66,-5961.41
4517,2022-11-28,2,21,5,3340.64,15,16703.2,2762.2
4518,2022-11-28,17,13,2,296.05,15,592.1,-4542.82
4519,2022-11-29,10,38,5,7107.98,0,35539.9,19876.35
4520,2022-11-29,11,12,4,5142.82,10,20571.28,18583.64
4521,2022-11-29,8,35,8,7073.22,10,56585.76,39821.36
4522,2022-11-29,12,29,4,4849.64,5,19398.56,10714.76
4523,2022-11-29,20,42,4,1778.14,5,7112.56,-4351.4
4524,2022-11-29,19,5,1,212.35,5,212.35,-1515.85
4525,2022-11-29,12,36,5,710.18,15,3550.9,-14424.25
4526,2022-11-29,9,26,8,4600.24,10,36801.92,14866.08
4527,2022-11-29,2,48,5,444.47,0,2222.35,-17670.3
4528,2022-11-29,19,49,4,7079.6,0,28318.4,16294.36
4529,2022-11-29,11,40,1,2888.98,5,2888.98,-875.15
4530,2022-11-29,7,21,4,3930.16,0,15720.64,4567.84
4531,2022-11-29,8,39,5,6367.79,15,31838.95,16067.75
4532,2022-11-29,15,9,4,5863.89,0,23455.56,13167.64
4533,2022-11-29,1,46,1,4070.83,0,4070.83,1737.83
4534,2022-11-29,6,18,4,2662.33,0,10649.32,8485.2
4535,2022-11-29,5,37,4,1957.62,15,7830.48,-3447.16
4536,2022-11-30,8,28,8,2013.06,0,16104.48,-9690.48
4537,2022-11-30,15,14,7,7269.78,0,50888.46,43592.99
4538,2022-11-30,17,22,2,2122.64,20,4245.28,37.2
4539,2022-11-30,4,2,11,388.7,15,4275.7,-10484.1
4540,2022-11-30,18,21,5,3930.16,0,19650.8,5709.8
4541,2022-11-30,15,19,4,1799.87,20,7199.48,-3248.12
4542,2022-11-30,17,21,8,3537.14,10,28297.12,5991.52
4543,2022-11-30,20,18,2,2662.33,0,5324.66,4242.6
4544,2022-11-30,15,23,5,520.75,15,2603.75,-2698.4
4545,2022-11-30,20,18,8,2262.98,15,18103.84,13775.6
4546,2022-11-30,4,20,5,6899.77,0,34498.85,34061.9
4547,2022-11-30,10,5,5,212.35,5,1061.75,-7579.25
4548,2022-11-30,19,6,9,1503.76,10,13533.84,-12230.37
4549,2022-11-30,16,29,4,5104.88,0,20419.52,11735.72
4550,2022-11-30,2,8,11,4521.65,10,49738.15,34737.01
4551,2022-11-30,7,16,7,7444.61,0,52112.27,29404.34
4552,2022-11-30,11,45,9,3156.21,20,28405.89,-4264.38
4553,2022-11-30,5,34,4,6294.32,15,25177.28,11110.4
4554,2022-11-30,12,3,4,3927.21,10,15708.84,6221.64
4555,2022-12-01,12,20,4,6899.77,0,27599.08,27249.52
4556,2022-12-01,15,30,1,2634.16,0,2634.16,1839.28
4557,2022-12-01,9,38,5,7107.98,0,35539.9,19876.35
4558,2022-12-01,7,36,5,835.51,0,4177.55,-13797.6
4559,2022-12-01,3,44,5,2533.68,0,12668.4,1680.35
4560,2022-12-01,18,30,7,2634.16,0,18439.12,12874.96
4561,2022-12-01,9,31,9,2675.08,0,24075.72,15725.97
4562,2022-12-01,11,1,8,5735.31,20,45882.48,26556.64
4563,2022-12-01,20,14,9,6906.29,5,62156.61,52776.72
4564,2022-12-01,13,13,9,313.46,10,2821.14,-20286.0
4565,2022-12-01,20,50,8,4466.84,0,35734.72,17216.08
4566,2022-12-01,10,20,5,6209.79,10,31048.95,30612.0
4567,2022-12-01,15,14,8,6906.29,5,55250.32,46912.64
4568,2022-12-01,6,41,5,1096.3,20,5481.5,-5628.55
4569,2022-12-01,7,40,5,2888.98,5,14444.9,-4375.75
4570,2022-12-01,20,37,7,2187.93,5,15315.51,-4420.36
4571,2022-12-01,16,26,12,4089.1,20,49069.2,16165.44
4572,2022-12-01,20,17,11,5159.21,20,56751.31,48005.32
4573,2022-12-02,14,8,1,4772.86,5,4772.86,3409.12
4574,2022-12-02,6,18,4,2662.33,0,10649.32,8485.2
4575,2022-12-02,15,5,5,201.18,10,1005.9,-7635.1
4576,2022-12-02,9,41,5,1370.38,0,6851.9,-4258.15
4577,2022-12-02,2,1,8,7169.14,0,57353.12,38027.28
4578,2022-12-02,3,12,1,4571.39,20,4571.39,4074.48
4579,2022-12-02,11,29,7,4849.64,5,33947.48,18750.83
4580,2022-12-02,8,12,2,5428.53,5,10857.06,9863.24
4581,2022-12-02,10,38,5,6752.58,5,33762.9,18099.35
4582,2022-12-02,18,19,4,1912.36,15,7649.44,-2798.16
4583,2022-12-02,3,34,4,7405.08,0,29620.32,15553.44
4584,2022-12-02,13,21,4,3537.14,10,14148.56,2995.76
4585,2022-12-02,13,33,1,6717.91,0,6717.91,3995.69
4586,2022-12-02,19,29,5,4594.39,10,22971.95,12117.2
4587,2022-12-02,14,34,2,7405.08,0,14810.16,7776.72
4588,2022-12-02,8,29,4,5104.88,0,20419.52,11735.72
4589,2022-12-02,16,45,7,3748.0,5,26236.0,825.79
4590,2022-12-02,19,46,9,4070.83,0,36637.47,15640.47
4591,2022-12-02,17,50,4,4020.16,10,16080.64,6821.32
4592,2022-12-03,5,30,10,2634.16,0,26341.6,18392.8
4593,2022-12-03,3,8,6,4521.65,10,27129.9,18947.46
4594,2022-12-03,7,40,6,2888.98,5,17333.88,-5250.9
4595,2022-12-03,3,11,6,4534.09,0,27204.54,8618.88
4596,2022-12-03,18,40,5,3041.03,0,15205.15,-3615.5
4597,2022-12-03,12,14,10,7269.78,0,72697.8,62275.7
4598,2022-12-03,10,32,1,2854.46,0,2854.46,2415.52
4599,2022-12-03,20,38,10,7107.98,0,71079.8,39752.7
4600,2022-12-03,3,39,8,7491.52,0,59932.16,34698.24
4601,2022-12-03,19,30,10,2502.45,5,25024.5,17075.7
4602,2022-12-03,15,40,11,2888.98,5,31778.78,-9626.65
4603,2022-12-03,13,8,5,5024.06,0,25120.3,18301.6
4604,2022-12-03,13,39,13,5993.22,20,77911.86,36906.74
4605,2022-12-03,7,41,11,1301.86,5,14320.46,-10121.65
4606,2022-12-03,10,36,5,793.73,5,3968.65,-14006.5
4607,2022-12-03,12,38,6,7107.98,0,42647.88,23851.62
4608,2022-12-03,2,32,6,2569.01,10,15414.06,12780.42
4609,2022-12-04,12,10,5,2500.1,20,12500.5,-6942.25
4610,2022-12-04,2,22,8,2387.97,10,19103.76,2271.44
4611,2022-12-04,13,5,5,223.53,0,1117.65,-7523.35
4612,2022-12-04,11,21,5,3930.16,0,19650.8,5709.8
4613,2022-12-04,9,49,8,6371.64,10,50973.12,26925.04
4614,2022-12-04,1,7,11,547.96,20,6027.56,-10168.29
4615,2022-12-04,12,24,6,5440.59,5,32643.54,28782.78
4616,2022-12-04,15,50,6,4466.84,0,26801.04,12912.06
4617,2022-12-04,12,2,6,388.7,15,2332.2,-5718.6
4618,2022-12-04,4,49,3,6371.64,10,19114.92,10096.89
4619,2022-12-04,9,45,5,3945.26,0,19726.3,1576.15
4620,2022-12-04,7,30,8,2634.16,0,21073.28,14714.24
4621,2022-12-04,14,42,1,1871.73,0,1871.73,-994.26
4622,2022-12-04,15,27,6,7097.98,10,42587.88,36505.68
4623,2022-12-04,9,40,3,2888.98,5,8666.94,-2625.45
4624,2022-12-04,14,18,3,2529.21,5,7587.63,5964.54
4625,2022-12-05,7,1,7,5735.31,20,40147.17,23237.06
4626,2022-12-05,6,39,4,6742.37,10,26969.48,14352.52
4627,2022-12-05,3,25,2,4669.78,5,9339.56,5258.44
4628,2022-12-05,5,30,8,2634.16,0,21073.28,14714.24
4629,2022-12-05,14,1,4,6452.23,10,25808.92,16146.0
4630,2022-12-05,13,18,2,2529.21,5,5058.42,3976.36
4631,2022-12-05,15,41,7,1370.38,0,9592.66,-5961.41
4632,2022-12-05,4,26,8,5111.38,0,40891.04,18955.2
4633,2022-12-05,6,46,1,3460.21,15,3460.21,1127.21
4634,2022-12-05,11,15,7,1907.51,0,13352.57,10809.47
4635,2022-12-05,15,50,5,4466.84,0,22334.2,10760.05
4636,2022-12-05,15,14,5,6906.29,5,34531.45,29320.4
4637,2022-12-05,14,9,5,5863.89,0,29319.45,16459.55
4638,2022-12-05,3,22,8,2653.3,0,21226.4,4394.08
4639,2022-12-05,3,13,5,348.29,0,1741.45,-11095.85
4640,2022-12-05,17,17,2,5804.11,10,11608.22,10018.04
4641,2022-12-05,12,19,7,1799.87,20,12599.09,-5684.21
4642,2022-12-05,9,39,4,7491.52,0,29966.08,17349.12
4643,2022-12-06,7,28,11,2013.06,0,22143.66,-13324.41
4644,2022-12-06,18,34,7,7034.83,5,49243.81,24626.77
4645,2022-12-06,20,15,4,1621.38,15,6485.52,5032.32
4646,2022-12-06,20,22,7,2653.3,0,18573.1,3844.82
4647,2022-12-06,9,26,7,5111.38,0,35779.66,16585.8
4648,2022-12-06,10,7,7,684.95,0,4794.65,-5511.8
4649,2022-12-06,12,3,7,4145.39,5,29017.73,12415.13
4650,2022-12-06,12,1,5,7169.14,0,35845.7,23767.05
4651,2022-12-06,4,50,5,4466.84,0,22334.2,10760.05
4652,2022-12-06,19,26,4,4089.1,20,16356.4,5388.48
4653,2022-12-06,5,39,4,6742.37,10,26969.48,14352.52
4654,2022-12-07,5,7,7,684.95,0,4794.65,-5511.8
4655,2022-12-07,12,17,5,6449.01,0,32245.05,28269.6
4656,2022-12-07,7,18,5,2662.33,0,13311.65,10606.5
4657,2022-12-07,4,33,1,6717.91,0,6717.91,3995.69
4658,2022-12-07,4,16,5,6700.15,10,33500.75,17280.8
4659,2022-12-07,19,3,2,4363.57,0,8727.14,3983.54
4660,2022-12-07,6,19,2,2249.84,0,4499.68,-724.12
4661,2022-12-07,13,40,5,2888.98,5,14444.9,-4375.75
4662,2022-12-07,7,8,7,4772.86,5,33410.02,23863.84
4663,2022-12-07,15,15,4,1812.13,5,7248.52,5795.32
4664,2022-12-07,1,31,8,2541.33,5,20330.64,12908.64
4665,2022-12-07,10,29,1,4849.64,5,4849.64,2678.69
4666,2022-12-07,18,38,7,7107.98,0,49755.86,27826.89
4667,2022-12-07,6,41,5,1164.82,15,5824.1,-5285.95
4668,2022-12-07,10,45,5,3748.0,5,18740.0,589.85
4669,2022-12-07,7,46,5,3460.21,15,17301.05,5636.05
4670,2022-12-08,3,30,8,2634.16,0,21073.28,14714.24
4671,2022-12-08,18,7,7,650.7,5,4554.9,-5751.55
4672,2022-12-08,7,4,7,3509.84,20,24568.88,20262.2
4673,2022-12-08,4,43,8,1512.7,0,12101.6,70.48
4674,2022-12-08,20,39,5,5993.22,20,29966.1,14194.9
4675,2022-12-08,12,8,11,4521.65,10,49738.15,34737.01
4676,2022-12-08,13,48,5,400.02,10,2000.1,-17892.55
4677,2022-12-08,10,22,4,2122.64,20,8490.56,74.4
4678,2022-12-08,10,7,5,547.96,20,2739.8,-4621.95
4679,2022-12-08,2,48,1,444.47,0,444.47,-3534.06
4680,2022-12-08,5,33,2,6717.91,0,13435.82,7991.38
4681,2022-12-08,3,30,2,2370.74,10,4741.48,3151.72
4682,2022-12-08,9,38,7,6397.18,10,44780.26,22851.29
4683,2022-12-09,17,16,5,7444.61,0,37223.05,21003.1
4684,2022-12-09,1,36,1,835.51,0,835.51,-2759.52
4685,2022-12-09,3,3,12,4145.39,5,49744.68,21283.08
4686,2022-12-09,8,21,8,3733.65,5,29869.2,7563.6
4687,2022-12-09,12,22,4,2520.64,5,10082.56,1666.4
4688,2022-12-09,17,31,7,2675.08,0,18725.56,12231.31
4689,2022-12-09,3,48,8,444.47,0,3555.76,-28272.48
4690,2022-12-09,16,45,5,3156.21,20,15781.05,-2369.1
4691,2022-12-09,4,17,5,6449.01,0,32245.05,28269.6
4692,2022-12-09,3,43,8,1361.43,10,10891.44,-1139.68
4693,2022-12-09,2,31,5,2541.33,5,12706.65,8067.9
4694,2022-12-09,17,18,2,2662.33,0,5324.66,4242.6
4695,2022-12-09,15,16,5,6700.15,10,33500.75,17280.8
4696,2022-12-09,10,20,7,5864.8,15,41053.6,40441.87
4697,2022-12-09,8,24,4,4867.9,15,19471.6,16897.76
4698,2022-12-09,10,12,9,5142.82,10,46285.38,41813.19
4699,2022-12-09,20,7,7,547.96,20,3835.72,-6470.73
4700,2022-12-09,10,12,5,5428.53,5,27142.65,24658.1
4701,2022-12-10,17,45,8,3748.0,5,29984.0,943.76
4702,2022-12-10,19,7,5,684.95,0,3424.75,-3937.0
4703,2022-12-10,11,10,10,3125.12,0,31251.2,-7634.3
4704,2022-12-10,19,6,1,1503.76,10,1503.76,-1358.93
4705,2022-12-10,12,25,6,4669.78,5,28018.68,15775.32
4706,2022-12-10,11,12,5,5428.53,5,27142.65,24658.1
4707,2022-12-10,14,5,5,190.0,15,950.0,-7691.0
4708,2022-12-10,15,1,6,6810.68,5,40864.08,26369.7
4709,2022-12-11,8,48,5,444.47,0,2222.35,-17670.3
4710,2022-12-11,2,6,10,1420.22,15,14202.2,-14424.7
4711,2022-12-11,1,13,8,348.29,0,2786.32,-17753.36
4712,2022-12-11,3,23,6,551.38,10,3308.28,-3054.3
4713,2022-12-11,3,9,6,5863.89,0,35183.34,19751.46
4714,2022-12-11,11,24,5,5726.94,0,28634.7,25417.4
4715,2022-12-11,11,18,5,2529.21,5,12646.05,9940.9
4716,2022-12-11,12,46,5,3663.75,10,18318.75,6653.75
4717,2022-12-11,17,5,3,223.53,0,670.59,-4514.01
4718,2022-12-11,8,37,10,1957.62,15,19576.2,-8617.9
4719,2022-12-12,13,48,5,444.47,0,2222.35,-17670.3
4720,2022-12-12,17,16,2,7444.61,0,14889.22,8401.24
4721,2022-12-12,7,15,9,1907.51,0,17167.59,13897.89
4722,2022-12-12,7,12,11,5142.82,10,56571.02,51105.01
4723,2022-12-12,10,21,5,3930.16,0,19650.8,5709.8
4724,2022-12-12,2,45,2,3748.0,5,7496.0,235.94
4725,2022-12-12,2,40,2,3041.03,0,6082.06,-1446.2
4726,2022-12-12,1,21,12,3930.16,0,47161.92,13703.52
4727,2022-12-12,2,35,7,6287.3,20,44011.1,29342.25
4728,2022-12-12,8,5,8,223.53,0,1788.24,-12037.36
4729,2022-12-12,13,7,8,650.7,5,5205.6,-6573.2
4730,2022-12-12,17,26,4,5111.38,0,20445.52,9477.6
4731,2022-12-12,19,25,2,4424.0,10,8848.0,4766.88
4732,2022-12-12,12,49,1,7079.6,0,7079.6,4073.59
4733,2022-12-13,11,32,8,2426.29,15,19410.32,15898.8
4734,2022-12-13,8,42,4,1497.38,20,5989.52,-5474.44
4735,2022-12-13,9,3,4,4363.57,0,17454.28,7967.08
4736,2022-12-13,3,4,8,4167.94,5,33343.52,28421.6
4737,2022-12-13,2,37,4,2187.93,5,8751.72,-2525.92
4738,2022-12-13,3,17,2,6449.01,0,12898.02,11307.84
4739,2022-12-13,3,1,4,7169.14,0,28676.56,19013.64
4740,2022-12-13,15,19,5,2249.84,0,11249.2,-1810.3
4741,2022-12-13,18,11,7,4534.09,0,31738.63,10055.36
4742,2022-12-13,11,9,7,4984.31,15,34890.17,16886.31
4743,2022-12-13,17,1,5,6810.68,5,34053.4,21974.75
4744,2022-12-14,11,29,5,4339.15,15,21695.75,10841.0
4745,2022-12-14,13,40,7,3041.03,0,21287.21,-5061.7
4746,2022-12-14,15,3,7,3490.86,20,24436.02,7833.42
4747,2022-12-14,20,13,7,348.29,0,2438.03,-15534.19
4748,2022-12-14,4,34,7,7034.83,5,49243.81,24626.77
4749,2022-12-14,6,26,7,5111.38,0,35779.66,16585.8
4750,2022-12-14,5,12,7,5714.24,0,39999.68,36521.31
4751,2022-12-14,20,22,2,2255.31,15,4510.62,302.54
4752,2022-12-14,10,35,5,7073.22,10,35366.1,24888.35
4753,2022-12-14,13,14,9,7269.78,0,65428.02,56048.13
4754,2022-12-14,1,31,4,2541.33,5,10165.32,6454.32
4755,2022-12-14,19,40,5,3041.03,0,15205.15,-3615.5
4756,2022-12-14,2,7,1,650.7,5,650.7,-821.65
4757,2022-12-14,15,18,1,2662.33,0,2662.33,2121.3
4758,2022-12-14,2,21,4,3930.16,0,15720.64,4567.84
4759,2022-12-14,10,49,2,7079.6,0,14159.2,8147.18
4760,2022-12-15,14,27,8,7097.98,10,56783.84,48674.24
4761,2022-12-15,3,6,5,1503.76,10,7518.8,-6794.65
4762,2022-12-15,2,24,4,5726.94,0,22907.76,20333.92
4763,2022-12-15,3,39,1,6742.37,10,6742.37,3588.13
4764,2022-12-15,14,17,4,6126.56,5,24506.24,21325.88
4765,2022-12-15,16,4,4,4167.94,5,16671.76,14210.8
4766,2022-12-15,12,34,1,6294.32,15,6294.32,2777.6
4767,2022-12-15,14,37,5,2187.93,5,10939.65,-3157.4
4768,2022-12-15,13,36,5,751.96,10,3759.8,-14215.35
4769,2022-12-15,9,23,2,612.65,0,1225.3,-895.56
4770,2022-12-15,5,7,5,684.95,0,3424.75,-3937.0
4771,2022-12-15,4,50,8,4243.5,5,33948.0,15429.36
4772,2022-12-15,3,38,11,6041.78,15,66459.58,31999.77
4773,2022-12-15,6,41,2,1370.38,0,2740.76,-1703.26
4774,2022-12-15,7,20,8,6554.78,5,52438.24,51739.12
4775,2022-12-15,16,45,5,3156.21,20,15781.05,-2369.1
4776,2022-12-15,13,4,8,4167.94,5,33343.52,28421.6
4777,2022-12-15,18,5,7,223.53,0,1564.71,-10532.69
4778,2022-12-15,17,23,5,612.65,0,3063.25,-2238.9
4779,2022-12-16,8,22,8,2520.64,5,20165.12,3332.8
4780,2022-12-16,20,45,11,3550.73,10,39058.03,-872.3
4781,2022-12-16,3,41,7,1301.86,5,9113.02,-6441.05
4782,2022-12-16,6,43,8,1512.7,0,12101.6,70.48
4783,2022-12-16,3,33,2,6717.91,0,13435.82,7991.38
4784,2022-12-16,15,46,4,3663.75,10,14655.0,5323.0
4785,2022-12-16,1,35,8,7859.13,0,62873.04,46108.64
4786,2022-12-16,7,13,9,348.29,0,3134.61,-19972.53
4787,2022-12-16,2,17,4,6126.56,5,24506.24,21325.88
4788,2022-12-16,5,3,7,3490.86,20,24436.02,7833.42
4789,2022-12-16,20,23,7,612.65,0,4288.55,-3134.46
4790,2022-12-16,7,47,8,1918.46,0,15347.68,-866.88
4791,2022-12-16,14,13,7,330.88,5,2316.16,-15656.06
4792,2022-12-17,17,20,6,6899.77,0,41398.62,40874.28
4793,2022-12-17,15,37,3,2303.08,0,6909.24,-1548.99
4794,2022-12-17,13,20,8,6209.79,10,49678.32,48979.2
4795,2022-12-17,12,9,5,5863.89,0,29319.45,16459.55
4796,2022-12-17,3,42,6,1497.38,20,8984.28,-8211.66
4797,2022-12-17,20,10,10,3125.12,0,31251.2,-7634.3
4798,2022-12-17,1,7,1,547.96,20,547.96,-924.39
4799,2022-12-17,10,29,5,4849.64,5,24248.2,13393.45
4800,2022-12-17,9,3,3,3490.86,20,10472.58,3357.18
4801,2022-12-17,3,15,6,1716.76,10,10300.56,8120.76
4802,2022-12-17,15,47,13,1918.46,0,24939.98,-1408.68
4803,2022-12-17,7,7,1,650.7,5,650.7,-821.65
4804,2022-12-17,2,20,10,6899.77,0,68997.7,68123.8
4805,2022-12-17,2,35,6,7466.17,5,44797.02,32223.72
4806,2022-12-18,12,46,3,4070.83,0,12212.49,5213.49
4807,2022-12-18,4,18,1,2262.98,15,2262.98,1721.95
4808,2022-12-18,16,28,6,1610.45,20,9662.7,-9683.52
4809,2022-12-18,20,21,8,3537.14,10,28297.12,5991.52
4810,2022-12-18,9,39,6,7491.52,0,44949.12,26023.68
4811,2022-12-18,18,12,8,5428.53,5,43428.24,39452.96
4812,2022-12-18,15,26,3,4600.24,10,13800.72,5574.78
4813,2022-12-18,20,11,5,3627.27,20,18136.35,2648.3
4814,2022-12-18,17,45,5,3353.47,15,16767.35,-1382.8
4815,2022-12-18,14,22,5,2255.31,15,11276.55,756.35
4816,2022-12-18,9,38,3,7107.98,0,21323.94,11925.81
4817,2022-12-19,8,23,2,612.65,0,1225.3,-895.56
4818,2022-12-19,19,7,7,650.7,5,4554.9,-5751.55
4819,2022-12-19,20,8,4,4019.25,20,16077.0,10622.04
4820,2022-12-19,7,41,4,1370.38,0,5481.52,-3406.52
4821,2022-12-19,2,8,2,4270.45,15,8540.9,5813.42
4822,2022-12-19,20,46,5,3663.75,10,18318.75,6653.75
4823,2022-12-19,2,23,5,551.38,10,2756.9,-2545.25
4824,2022-12-19,12,19,5,1799.87,20,8999.35,-4060.15
4825,2022-12-19,16,50,4,3796.81,15,15187.24,5927.92
4826,2022-12-19,18,1,7,6452.23,10,45165.61,28255.5
4827,2022-12-19,4,37,7,2303.08,0,16121.56,-3614.31
4828,2022-12-19,6,44,4,2533.68,0,10134.72,1344.28
4829,2022-12-19,8,6,8,1503.76,10,12030.08,-10871.44
4830,2022-12-19,14,6,7,1503.76,10,10526.32,-9512.51
4831,2022-12-19,9,28,4,2013.06,0,8052.24,-4845.24
4832,2022-12-20,17,4,2,4167.94,5,8335.88,7105.4
4833,2022-12-20,8,16,5,7072.38,5,35361.9,19141.95
4834,2022-12-20,4,14,7,7269.78,0,50888.46,43592.99
4835,2022-12-20,14,19,8,1799.87,20,14398.96,-6496.24
4836,2022-12-20,20,3,2,4363.57,0,8727.14,3983.54
4837,2022-12-20,8,32,2,2711.74,5,5423.48,4545.6
4838,2022-12-20,17,41,4,1370.38,0,5481.52,-3406.52
4839,2022-12-20,19,30,9,2502.45,5,22522.05,15368.13
4840,2022-12-20,11,3,4,4363.57,0,17454.28,7967.08
4841,2022-12-20,2,24,2,5154.25,10,10308.5,9021.58
4842,2022-12-20,12,23,7,490.12,20,3430.84,-3992.17
4843,2022-12-20,1,36,8,835.51,0,6684.08,-22076.16
4844,2022-12-20,8,12,9,5714.24,0,51428.16,46955.97
4845,2022-12-21,15,12,5,4571.39,20,22856.95,20372.4
4846,2022-12-21,8,44,5,2533.68,0,12668.4,1680.35
4847,2022-12-21,14,32,4,2426.29,15,9705.16,7949.4
4848,2022-12-21,1,17,7,6449.01,0,45143.07,39577.44
4849,2022-12-21,12,50,7,3796.81,15,26577.67,10373.86
4850,2022-12-21,3,20,1,6899.77,0,6899.77,6812.38
4851,2022-12-21,6,47,5,1918.46,0,9592.3,-541.8
4852,2022-12-21,7,44,4,2533.68,0,10134.72,1344.28
4853,2022-12-21,7,14,4,6542.8,10,26171.2,22002.36
4854,2022-12-21,16,17,8,6449.01,0,51592.08,45231.36
4855,2022-12-22,11,43,2,1361.43,10,2722.86,-284.92
4856,2022-12-22,18,20,4,6554.78,5,26219.12,25869.56
4857,2022-12-22,5,7,4,684.95,0,2739.8,-3149.6
4858,2022-12-22,7,48,8,444.47,0,3555.76,-28272.48
4859,2022-12-22,2,8,7,5024.06,0,35168.42,25622.24
4860,2022-12-22,20,38,4,7107.98,0,28431.92,15901.08
4861,2022-12-22,4,1,8,6810.68,5,54485.44,35159.6
4862,2022-12-22,9,23,5,551.38,10,2756.9,-2545.25
4863,2022-12-22,11,39,1,7491.52,0,7491.52,4337.28
4864,2022-12-22,18,38,8,5686.38,20,45491.04,20429.36
4865,2022-12-22,7,26,4,4600.24,10,18400.96,7433.04
4866,2022-12-23,14,41,8,1370.38,0,10963.04,-6813.04
4867,2022-12-23,17,13,7,313.46,10,2194.22,-15778.0
4868,2022-12-23,20,3,1,3490.86,20,3490.86,1119.06
4869,2022-12-23,5,25,8,4915.56,0,39324.48,23000.0
4870,2022-12-23,6,20,8,6899.77,0,55198.16,54499.04
4871,2022-12-23,7,1,1,7169.14,0,7169.14,4753.41
4872,2022-12-23,5,36,4,751.96,10,3007.84,-11372.28
4873,2022-12-23,13,40,2,2736.93,10,5473.86,-2054.4
4874,2022-12-23,14,34,4,7034.83,5,28139.32,14072.44
4875,2022-12-23,10,34,1,7034.83,5,7034.83,3518.11
4876,2022-12-23,16,30,7,2502.45,5,17517.15,11952.99
4877,2022-12-24,10,9,3,4691.11,20,14073.33,6357.39
4878,2022-12-24,14,8,5,4270.45,15,21352.25,14533.55
4879,2022-12-24,13,34,1,7034.83,5,7034.83,3518.11
4880,2022-12-24,16,50,6,3796.81,15,22780.86,8891.88
4881,2022-12-24,5,27,13,7492.31,5,97400.03,84221.93
4882,2022-12-24,3,18,5,2396.1,10,11980.5,9275.35
4883,2022-12-24,9,18,11,2662.33,0,29285.63,23334.3
4884,2022-12-24,17,40,3,2888.98,5,8666.94,-2625.45
